query,entrezgene,name,symbol,alias,taxid,MGI
SLC6A4,15567,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",Slc6a4,"5-HTT, AI323329, Htt, Sert",10090,MGI:96285
SLC6A8,102857,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",Slc6a8,"AA589632, CRT, CRTR, CT1, CTR5",10090,MGI:2147834
SLC9A3R1,26941,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1",Slc9a3r1,"EBP-50, NHE-RF, NHERF-1, NHERF1",10090,MGI:1349482
SLC9A3R2,65962,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2",Slc9a3r2,"0610011L07Rik, 1200011K07Rik, 2010007A20Rik, E3karp, NHERF-2",10090,MGI:1890662
SLC9A5,277973,"solute carrier family 9 (sodium/hydrogen exchanger), member 5",Slc9a5,Gm696,10090,MGI:2685542
SLC9A9,331004,"solute carrier family 9 (sodium/hydrogen exchanger), member 9",Slc9a9,"5730527A11Rik, 9930105B05, AI854429, Nhe9",10090,MGI:2679732
SLC9B1,74446,"solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1",Slc9b1,"1700094G20Rik, 4933424B12Rik, 4933425K02Rik, Nhedc1, mtsNHE",10090,MGI:1921696
SLCO2A1,24059,"solute carrier organic anion transporter family, member 2a1",Slco2a1,"2310021C19Rik, Pgt, Slc21a2",10090,MGI:1346021
SLIT2,20563,slit guidance ligand 2,Slit2,"Drad-1, E030015M03Rik, E130320P19Rik, Slil3, b2b1200.1Clo",10090,MGI:1315205
SLIT3,20564,slit guidance ligand 3,Slit3,"Slil2, Slit1, b2b2362.1Clo",10090,MGI:1315202
SLPI,20568,secretory leukocyte peptidase inhibitor,Slpi,ALP,10090,MGI:109297
SLURP1,57277,secreted Ly6/Plaur domain containing 1,Slurp1,"1110021N19Rik, AI415082, ARS, ArsB, Slurp-1",10090,MGI:1930923
SMAD1,17125,SMAD family member 1,Smad1,"AI528653, Mad1, Madh1, Madr1, Mlp1",10090,MGI:109452
SMAD3,17127,SMAD family member 3,Smad3,"AU022421, Madh3",10090,MGI:1201674
SMAGP,207818,small cell adhesion glycoprotein,Smagp,,10090,MGI:2448476
SMARCD1,83797,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",Smarcd1,"AA407987, Baf60a, D15Kz1",10090,MGI:1933623
SMC2,14211,structural maintenance of chromosomes 2,Smc2,"5730502P04Rik, AI255214, AW545314, CAP-E, CAPE",10090,MGI:106067
SMDT1,69029,single-pass membrane protein with aspartate rich tail 1,Smdt1,"1500032L24Rik, Emre",10090,MGI:1916279
SMG9,71997,SMG9 nonsense mediated mRNA decay factor,Smg9,"1500002O20Rik, AI429693, N28092",10090,MGI:1919247
SMIM1,68859,small integral membrane protein 1,Smim1,"0610011H04Rik, 1190007F08Rik, 2700009I11Rik",10090,MGI:1916109
SMO,319757,"smoothened, frizzled class receptor",Smo,"E130215L21Rik, Smoh, bnb, smoothened",10090,MGI:108075
SMOC1,64075,SPARC related modular calcium binding 1,Smoc1,"2600002F22Rik, AI848508, SRG",10090,MGI:1929878
SMPD1,20597,"sphingomyelin phosphodiesterase 1, acid lysosomal",Smpd1,"A-SMase, ASM, Zn-SMase, aSMase",10090,MGI:98325
SMPD3,58994,"sphingomyelin phosphodiesterase 3, neutral",Smpd3,"4631433G07Rik, AI427456, AW537966, fro, nSMase2",10090,MGI:1927578
SMTN,29856,smoothelin,Smtn,smsmo,10090,MGI:1354727
SNAI1,20613,snail family zinc finger 1,Snai1,"Sna, Sna1, Snail, Snail1",10090,MGI:98330
SNAI2,20583,snail family zinc finger 2,Snai2,"Slug, Slugh, Snail2",10090,MGI:1096393
SNAPC2,102209,"small nuclear RNA activating complex, polypeptide 2",Snapc2,"0610007H10Rik, AU015675",10090,MGI:1914861
SNCA,20617,"synuclein, alpha",Snca,"NACP, alpha-Syn, alphaSYN",10090,MGI:1277151
SND1,56463,staphylococcal nuclease and tudor domain containing 1,Snd1,"AL033314, Tudor-SN",10090,MGI:1929266
SNED1,208777,"sushi, nidogen and EGF-like domains 1",Sned1,"6720455I24Rik, AI197264, AI642697, D430044C15Rik, SST3",10090,MGI:3045960
SNHG12,100039864,small nucleolar RNA host gene 12,Snhg12,2310005L22Rik,10090,MGI:1916721
SNN,20621,stannin,Snn,"2810407J07Rik, AI848521, AW547286",10090,MGI:1276549
SNRPA,53607,small nuclear ribonucleoprotein polypeptide A,Snrpa,"C430021M15Rik, Rnu1a-1, Rnu1a1, U1-A, U1A",10090,MGI:1855690
SNRPC,20630,U1 small nuclear ribonucleoprotein C,Snrpc,"Snrp1c, U1-C, U1C",10090,MGI:109489
SNRPD2,107686,small nuclear ribonucleoprotein D2,Snrpd2,"1810009A06Rik, SMD2",10090,MGI:98345
SNRPG,68011,small nuclear ribonucleoprotein polypeptide G,Snrpg,"2810024K17Rik, AL022803, SMG, sm-G, snRNP-G",10090,MGI:1915261
SNTA1,20648,"syntrophin, acidic 1",Snta1,"AW228934, Snt1",10090,MGI:101772
SNTB2,20650,"syntrophin, basic 2",Sntb2,"SNT3, SNTL, Snt2",10090,MGI:101771
NHP2L1,20826,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)",Snu13,"FA-1, Fta1, Nhp2l1, Ssfa1",10090,MGI:893586
SNX9,66616,sorting nexin 9,Snx9,"2700073N08Rik, SDP1, SH3PX1",10090,MGI:1913866
SOCS1,12703,suppressor of cytokine signaling 1,Socs1,"Cish1, Cish7, JAB, SOCS-1, SSI-1",10090,MGI:1354910
SOCS3,12702,suppressor of cytokine signaling 3,Socs3,"Cis3, Cish3, EF-10, Ef10, SSI-3",10090,MGI:1201791
SOCS5,56468,suppressor of cytokine signaling 5,Socs5,"1810018L08Rik, Cish5, mKIAA0671",10090,MGI:2385459
SOD3,20657,"superoxide dismutase 3, extracellular",Sod3,"AI314465, EC-SOD",10090,MGI:103181
SOHLH1,227631,spermatogenesis and oogenesis specific basic helix-loop-helix 1,Sohlh1,"Gm110, Nohlh",10090,MGI:2684956
SOWAHB,78088,sosondowah ankyrin repeat domain family member B,Sowahb,"5730467H21Rik, Ankrd56",10090,MGI:1925338
SOX12,20667,SRY (sex determining region Y)-box 12,Sox12,2010205A02Rik,10090,MGI:98360
SOX6,20679,SRY (sex determining region Y)-box 6,Sox6,"AI987981, SOX-LZ",10090,MGI:98368
SOX6OS,68469,"SRY (sex determining region Y)-box 6, opposite strand",Sox6os,1110006G14Rik,10090,MGI:1915719
SOX9,20682,SRY (sex determining region Y)-box 9,Sox9,"2010306G03Rik, AV220920, mKIAA4243, mSox9",10090,MGI:98371
SP2,78912,Sp2 transcription factor,Sp2,"4930480I16Rik, mKIAA0048",10090,MGI:1926162
SP7,170574,Sp7 transcription factor 7,Sp7,"6430578P22Rik, C22, Osx",10090,MGI:2153568
TSC22D4,78829,sperm acrosome developmental regulator,Spacdr,"0610009M14Rik, 1700023B23Rik, AI415410, Thg-1pit, Tilz2",10090,MGI:1926079
SPAG5,54141,sperm associated antigen 5,Spag5,"AI874642, D11Bhm180e, Deepest, MAP126, Mastrin",10090,MGI:1927470
SPAG7,216873,sperm associated antigen 7,Spag7,"5730443G10, ACRP, FSA-1, Fsa1l",10090,MGI:107380
SPARC,20692,secreted acidic cysteine rich glycoprotein,Sparc,"BM-40, ON",10090,MGI:98373
SPATS2,72572,"spermatogenesis associated, serine-rich 2",Spats2,"2700012F11Rik, 59kDa, Scr59, p59",10090,MGI:1919822
SPC24,67629,"SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)",Spc24,"2410030K01Rik, AV109292, Spbc24",10090,MGI:1914879
SPDL1,70385,spindle apparatus coiled-coil protein 1,Spdl1,"1700018I02Rik, 2600001J17Rik, 2810049B11Rik, AA409762, Ccdc99",10090,MGI:1917635
SPEG,11790,SPEG complex locus,Speg,"AW125581, Apeg1, BPEG, D1Bwg1450e, SPEGalpha",10090,MGI:109282
SPIB,272382,Spi-B transcription factor (Spi-1/PU.1 related),Spib,Spi-B,10090,MGI:892986
SPN,20737,sialophorin,Spn,"A630014B01Rik, Cd43, Galgp, Ly-48, Ly48",10090,MGI:98384
SPNS3,77577,spinster homolog 3,Spns3,9830002I17Rik,10090,MGI:1924827
SPON2,100689,"spondin 2, extracellular matrix protein",Spon2,"2310045I24Rik, AI504350, M-spondin, Mindin, Mspondin",10090,MGI:1923724
SPRR1A,20753,small proline-rich protein 1A,Sprr1a,"AI528815, SPR1a, mSPRR1A",10090,MGI:106660
SPRR2A2,100303744,small proline-rich protein 2A2,Sprr2a2,"Sprr2a, Sprr2a1, Sprr2a3",10090,MGI:3845026
SPRR2A3,100042514,small proline-rich protein 2A3,Sprr2a3,"Sprr2a, Sprr2a1",10090,MGI:3845028
SPRY1,24063,sprouty RTK signaling antagonist 1,Spry1,"sprouty1, spry-1",10090,MGI:1345139
SPRYD3,223918,SPRY domain containing 3,Spryd3,BC008150,10090,MGI:2446175
SPSB3,79043,splA/ryanodine receptor domain and SOCS box containing 3,Spsb3,"2310012N15Rik, 3300001M01Rik, SSB3, Tce1, mKIAA4204",10090,MGI:1891471
SQLE,20775,squalene epoxidase,Sqle,AI323792,10090,MGI:109296
SRCAP,100043597,Snf2-related CREBBP activator protein,Srcap,"B930091H02Rik, D030022P06Rik, F630004O05Rik",10090,MGI:2444036
SRCIN1,56013,SRC kinase signaling inhibitor 1,Srcin1,"P140, SNIP, mKIAA1684, p140Cap",10090,MGI:1933179
SRD5A1,78925,steroid 5 alpha-reductase 1,Srd5a1,"0610031P22Rik, 4930435F02Rik, S5AR 1, Srd5a-1",10090,MGI:98400
SREBF1,20787,sterol regulatory element binding transcription factor 1,Srebf1,"ADD1, SREBP1, bHLHd1",10090,MGI:107606
SREBF2,20788,sterol regulatory element binding factor 2,Srebf2,"AI608257, SREBP-2, SREBP2, SREBP2gc, bHLHd2",10090,MGI:107585
SRF,20807,serum response factor,Srf,"AW049942, AW240594",10090,MGI:106658
SRM,20810,spermidine synthase,Srm,"AA407669, SpdST, SpdSy",10090,MGI:102690
SRPK3,56504,serine/arginine-rich protein specific kinase 3,Srpk3,"Mssk1, Stk23",10090,MGI:1891338
SRRM2,75956,serine/arginine repetitive matrix 2,Srrm2,"5033413A03Rik, AA410130, SRm300, mKIAA0324",10090,MGI:1923206
SSBP3,72475,single-stranded DNA binding protein 3,Ssbp3,"2610021L12Rik, 2610200M23Rik, 5730488C10Rik, AI854733, AW551939",10090,MGI:1919725
SSBP4,76900,single stranded DNA binding protein 4,Ssbp4,"1210002E11Rik, AW743380, Sspb4",10090,MGI:1924150
SSC5D,269855,"scavenger receptor cysteine rich family, 5 domains",Ssc5d,"A430110N23Rik, S5D-SRCRB",10090,MGI:3606211
SSH3,245857,slingshot protein phosphatase 3,Ssh3,"SSH-3, SSH-3L",10090,MGI:2683546
ST13,70356,suppression of tumorigenicity 13,St13,"1110007I03Rik, 3110002K08Rik, AW555194, HIP, HOP",10090,MGI:1917606
ST3GAL1,20442,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",St3gal1,"5330418N22Rik, AI467004, ST3GalI, Siat4, Siat4a",10090,MGI:98304
ST3GAL2,20444,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",St3gal2,"AI429591, AW822065, ST3GalII, Siat5",10090,MGI:99427
ST3GAL4,20443,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",St3gal4,"SIAT4-C, ST3Gal IV, ST3GalIV, Siat4c",10090,MGI:1316743
ST6GAL1,20440,"beta galactoside alpha 2,6 sialyltransferase 1",St6gal1,"AW742324, Siat1, St6Gal-I, St6gal, St6galI",10090,MGI:108470
STAB1,192187,stabilin 1,Stab1,"FEEL-1, FELE-1, MFEEL-1, MS-1, STAB-1",10090,MGI:2178742
STAC2,217154,SH3 and cysteine rich domain 2,Stac2,"24b2, 24b2/STAC2, AW240854",10090,MGI:2144518
STARD4,170459,StAR-related lipid transfer (START) domain containing 4,Stard4,"4632419C16Rik, 9030213J02Rik",10090,MGI:2156764
STAT5A,20850,signal transducer and activator of transcription 5A,Stat5a,"AA959963, STAT5",10090,MGI:103036
STBD1,52331,starch binding domain 1,Stbd1,"D530019K15Rik, D5Ertd593e",10090,MGI:1261768
STC1,20855,stanniocalcin 1,Stc1,Stc,10090,MGI:109131
STEAP3,68428,STEAP family member 3,Steap3,"1010001D01Rik, Tsap6, pHyde",10090,MGI:1915678
STIL,20460,Scl/Tal1 interrupting locus,Stil,Sil,10090,MGI:107477
STIM1,20866,stromal interaction molecule 1,Stim1,SIM,10090,MGI:107476
TMEM173,72512,stimulator of interferon response cGAMP interactor 1,Sting1,"2610307O08Rik, ERIS, MPYS, Mita, STING",10090,MGI:1919762
STIP1,20867,stress-induced phosphoprotein 1,Stip1,"Hop, Sti1, p60",10090,MGI:109130
STK19,54402,serine/threonine kinase 19,Stk19,"G11, RP1",10090,MGI:1860085
STK39,53416,serine/threonine kinase 39,Stk39,"AW227544, AW556857, DCHT, RF005, Rnl5",10090,MGI:1858416
OBFC1,108689,"STN1, CST complex subunit",Stn1,"0610009H20Rik, 2310057J23Rik, AAF-44, AAF44, AI413458",10090,MGI:1915581
STOM,13830,stomatin,Stom,Epb7.2,10090,MGI:95403
STON1,77057,stonin 1,Ston1,"4921524J06Rik, C86231, Salf, Sblf",10090,MGI:1924307
STON2,108800,stonin 2,Ston2,"4933401N24Rik, AI425999, AW544599",10090,MGI:1918272
STRIP1,229707,striatin interacting protein 1,Strip1,"6330569M22Rik, 6530401O14Rik, Fam40a",10090,MGI:2443884
STUB1,56424,STIP1 homology and U-Box containing protein 1,Stub1,"0610033N24Rik, 2210017D18Rik, 2310040B03Rik, AW046544, Chip",10090,MGI:1891731
STX4A,20909,syntaxin 4A (placental),Stx4a,"Stx4, Syn-4, Syn4",10090,MGI:893577
SUFU,24069,SUFU negative regulator of hedgehog signaling,Sufu,Su(fu),10090,MGI:1345643
SULF2,72043,sulfatase 2,Sulf2,"2010004N24Rik, AU020235, MSulf-2, mKIAA1247",10090,MGI:1919293
SULT2B1,54200,"sulfotransferase family, cytosolic, 2B, member 1",Sult2b1,"AI326997, BB173635, ST2B1, SULT2B",10090,MGI:1926342
SUN2,223697,Sad1 and UNC84 domain containing 2,Sun2,"B230369L08Rik, C030011B15, Unc84b",10090,MGI:2443011
SUPT5,20924,"suppressor of Ty 5, DSIF elongation factor subunit",Supt5,"AL033283, AL033321, AU019549, Spt5, Supt5h",10090,MGI:1202400
SUV39H1,20937,suppressor of variegation 3-9 1,Suv39h1,"AI852103, AL022883, DXHXS7466e, H3-K9-HMTase 1, KMT1A",10090,MGI:1099440
SV2A,64051,synaptic vesicle glycoprotein 2 a,Sv2a,"AI746429, mKIAA0736",10090,MGI:1927139
SVIL,225115,supervillin,Svil,"AU024053, B430302E16Rik",10090,MGI:2147319
SYBU,319613,syntabulin (syntaxin-interacting),Sybu,Golsyn,10090,MGI:2442392
SYCE2,71846,synaptonemal complex central element protein 2,Syce2,"1700013H19Rik, AA407907, Cesc1",10090,MGI:1919096
SYN1,20964,synapsin I,Syn1,"Syn-1, Syn1-S",10090,MGI:98460
SYNC,68828,syncoilin,Sync,"1110057H03Rik, SNIP4",10090,MGI:1916078
SYNE1,64009,"spectrin repeat containing, nuclear envelope 1",Syne1,"8B, A330049M09Rik, BE692247, C130039F11Rik, CPG2",10090,MGI:1927152
SYNGAP1,240057,synaptic Ras GTPase activating protein 1 homolog (rat),Syngap1,"Gm1963, Syngap",10090,MGI:3039785
SYNJ2,20975,synaptojanin 2,Synj2,"AI481647, SJ2, mKIAA0348",10090,MGI:1201671
SYNM,233335,"synemin, intermediate filament protein",Synm,"4930412K21Rik, AI852401, Dmn, E130104F11, Syn",10090,MGI:2661187
SYNPO,104027,synaptopodin,Synpo,"9030217H17Rik, 9130229N11, 9330140I15Rik, AW046661",10090,MGI:1099446
SYT1,20979,synaptotagmin I,Syt1,"AW124717, G630098F17Rik, SytI",10090,MGI:99667
SYT7,54525,synaptotagmin VII,Syt7,"AI851541, B230112P13Rik",10090,MGI:1859545
TAB1,66513,TGF-beta activated kinase 1/MAP3K7 binding protein 1,Tab1,"2310012M03Rik, Map3k7ip1, b2b449Clo",10090,MGI:1913763
TACC2,57752,"transforming, acidic coiled-coil containing protein 2",Tacc2,mKIAA4180,10090,MGI:1928899
TAF15,70439,TATA-box binding protein associated factor 15,Taf15,"2610111C21Rik, 68kDa, TAFII68, Taf2n",10090,MGI:1917689
TAGLN2,21346,transgelin 2,Tagln2,"2700094C18Rik, SM22beta, Sm22B, Sm22a",10090,MGI:1312985
TALDO1,21351,transaldolase 1,Taldo1,,10090,MGI:1274789
GRASP,56149,trafficking regulator and scaffold protein tamalin,Tamalin,Grasp,10090,MGI:1860303
TANC2,77097,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",Tanc2,"3526402J09Rik, 5730590C14Rik",10090,MGI:2444121
TAP2,21355,"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",Tap2,"ABC18, AI462429, APT2, Abcb3, Ham-2",10090,MGI:98484
TAPBP,21356,TAP binding protein,Tapbp,"D17Wsu91e, TPN",10090,MGI:1201689
TARBP2,21357,"TARBP2, RISC loading complex RNA binding subunit",Tarbp2,"Prbp, TRBP",10090,MGI:103027
TARS,110960,threonyl-tRNA synthetase,Tars,"D15Wsu59e, Tars1, ThrRS",10090,MGI:106314
TARSL2,272396,threonyl-tRNA synthetase-like 2,Tarsl2,"A530046H20Rik, Tars3",10090,MGI:2444486
TATDN2,381801,TatD DNase domain containing 2,Tatdn2,"AI646012, mKIAA0218",10090,MGI:3576210
TBC1D10B,68449,"TBC1 domain family, member 10b",Tbc1d10b,"1110003P22Rik, C87963",10090,MGI:1915699
TBC1D16,207592,"TBC1 domain family, member 16",Tbc1d16,"B930087K01, BC026530, Tcd1d16",10090,MGI:2652878
TBC1D22A,223754,"TBC1 domain family, member 22a",Tbc1d22a,"BC023106, D15Ertd781e",10090,MGI:1289265
TBC1D31,210544,"TBC1 domain family, member 31",Tbc1d31,"4B3, D330013L20Rik, Gm85, Wdr67",10090,MGI:2684931
TBCC,72726,tubulin-specific chaperone C,Tbcc,2810055C19Rik,10090,MGI:1919976
TBL3,213773,transducin (beta)-like 3,Tbl3,9430070M15Rik,10090,MGI:2384863
TBRG4,21379,transforming growth factor beta regulated gene 4,Tbrg4,"2310042P22Rik, AA120735, AA408001, AI527316, Cpr2",10090,MGI:1100868
TCEAL8,66684,transcription elongation factor A (SII)-like 8,Tceal8,3930402F23Rik,10090,MGI:1913934
TCF19,106795,transcription factor 19,Tcf19,"5730403J10Rik, AW495861",10090,MGI:103180
TCF20,21411,transcription factor 20,Tcf20,"2810438H08Rik, SPBP, mKIAA0292",10090,MGI:108399
TCF25,66855,transcription factor 25 (basic helix-loop-helix),Tcf25,"1100001J13Rik, 1810041K11Rik, D8Ertd325e, Nulp1, mKIAA1049",10090,MGI:1914105
TCIRG1,27060,"T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3",Tcirg1,"ATP6N1C, ATP6a3, Atp6i, OC-116, OPTB1",10090,MGI:1350931
TEAD3,21678,TEA domain family member 3,Tead3,"DTEF-1, ETFR-1, TEAD-3, TEF-5, Tcf13r2",10090,MGI:109241
TEAD4,21679,TEA domain family member 4,Tead4,"ETFR-2, Etfr2, FR-19, Rtef1, TEAD-4",10090,MGI:106907
TECPR2,104859,tectonin beta-propeller repeat containing 2,Tecpr2,"4930573I19Rik, AI604920, mKIAA0297",10090,MGI:2144865
TEF,21685,thyrotroph embryonic factor,Tef,2310028D20Rik,10090,MGI:98663
TELO2,71718,telomere maintenance 2,Telo2,"1200003M09Rik, AI415602, Tel2, mKIAA0683",10090,MGI:1918968
TENM3,23965,teneurin transmembrane protein 3,Tenm3,"2610100B16Rik, Odz1, Odz3, Ten-m3, mKIAA1455",10090,MGI:1345183
TENM4,23966,teneurin transmembrane protein 4,Tenm4,"Doc4, ELM2, Odz4, R75022, Ten-m4",10090,MGI:2447063
FAM46B,100342,terminal nucleotidyltransferase 5B,Tent5b,"4732473B16Rik, AU045678, AU046069, Fam46b",10090,MGI:2140500
MTL5,17771,testis expressed metallothionein like,Tesmin,Mtl5,10090,MGI:1340029
TET2,214133,tet methylcytosine dioxygenase 2,Tet2,"Ayu17-449, E130014J05Rik, mKIAA1546",10090,MGI:2443298
TFDP1,21781,transcription factor Dp 1,Tfdp1,"Dp1, Drtf1",10090,MGI:101934
TFE3,209446,transcription factor E3,Tfe3,"F830016E06Rik, Tcfe3, Tfe-3, bHLHe33, mTFE3",10090,MGI:98511
TFEB,21425,transcription factor EB,Tfeb,"Tcfeb, bHLHe35",10090,MGI:103270
TGFB1,21803,"transforming growth factor, beta 1",Tgfb1,"TGF-beta1, TGFbeta1, Tgfb, Tgfb-1",10090,MGI:98725
TGFB3,21809,"transforming growth factor, beta 3",Tgfb3,"TGF-beta-3, Tgfb-3",10090,MGI:98727
TGFBR3,21814,"transforming growth factor, beta receptor III",Tgfbr3,"1110036H20Rik, AU015626, AW215636, TBRIII",10090,MGI:104637
TGM2,21817,"transglutaminase 2, C polypeptide",Tgm2,"G[a]h, TG2, TGase2, tTG, tTGas",10090,MGI:98731
TGM5,74176,transglutaminase 5,Tgm5,"2310007C07Rik, TGMX, TGase-5, TGx",10090,MGI:1921426
TGM7,640543,transglutaminase 7,Tgm7,"TGMZ, TGz",10090,MGI:2151164
THBS1,21825,thrombospondin 1,Thbs1,"TSP-1, TSP1, Thbs-1, tbsp1",10090,MGI:98737
THBS2,21826,thrombospondin 2,Thbs2,"TSP2, Thbs-2",10090,MGI:98738
THEM6,223626,thioesterase superfamily member 6,Them6,4930572J05Rik,10090,MGI:1925301
THOC6,386612,THO complex 6,Thoc6,"F830014G06Rik, Wdr58",10090,MGI:2677480
THRA,21833,thyroid hormone receptor alpha,Thra,"6430529J03Rik, AW259572, Erba, Nr1a1, Rvr",10090,MGI:98742
THRSP,21835,thyroid hormone responsive,Thrsp,"S14, SPOT14",10090,MGI:109126
THSD7A,330267,"thrombospondin, type I, domain containing 7A",Thsd7a,Gm837,10090,MGI:2685683
TIAM1,21844,T cell lymphoma invasion and metastasis 1,Tiam1,"AI847750, D16Ium10, D16Ium10e",10090,MGI:103306
TIAM2,24001,T cell lymphoma invasion and metastasis 2,Tiam2,"3000002F19Rik, STEF, mKIAA2016",10090,MGI:1344338
TICRR,77011,TOPBP1-interacting checkpoint and replication regulator,Ticrr,"5730590G19Rik, BC028450, Lrrk1",10090,MGI:1924261
TIGD5,105734,tigger transposable element derived 5,Tigd5,"AA409802, AA409995, AI666797",10090,MGI:2145902
TIGIT,100043314,T cell immunoreceptor with Ig and ITIM domains,Tigit,Vstm3,10090,MGI:3642260
TIMELESS,21853,timeless circadian clock 1,Timeless,"C77407, Debt69, tim",10090,MGI:1321393
TIMM13,30055,translocase of inner mitochondrial membrane 13,Timm13,"D10Ertd378e, Tim9, Timm9",10090,MGI:1353432
TIMM50,66525,translocase of inner mitochondrial membrane 50,Timm50,"2810403L02Rik, AU015082, TIM50L",10090,MGI:1913775
TIMP1,21857,tissue inhibitor of metalloproteinase 1,Timp1,"Clgi, EPA, TIMP-1, TPA-S1, Timp",10090,MGI:98752
TIMP3,21859,tissue inhibitor of metalloproteinase 3,Timp3,Timp-3,10090,MGI:98754
TJAP1,74094,tight junction associated protein 1,Tjap1,"0610041D19Rik, AI415281, AW121008, Pilt, Tjp4",10090,MGI:1921344
TK1,21877,thymidine kinase 1,Tk1,"D530002A18Rik, Tk-1, Tk1a, Tk1b",10090,MGI:98763
DAK,225913,"triokinase, FMN cyclase",Tkfc,"BC021917, Dak",10090,MGI:2385084
FAM57A,116972,TLC domain containing 3A,Tlcd3a,"2310047D13Rik, 4932415L08Rik, 5430402E13Rik, 5430420K21Rik, Fam57a",10090,MGI:2151840
TLE3,21887,transducin-like enhancer of split 3,Tle3,"2610103N05Rik, ESG, Grg3a, Grg3b, mKIAA1547",10090,MGI:104634
TLR2,24088,toll-like receptor 2,Tlr2,Ly105,10090,MGI:1346060
TLR5,53791,toll-like receptor 5,Tlr5,,10090,MGI:1858171
TLX2,21909,"T cell leukemia, homeobox 2",Tlx2,"Enx, Hox11L.1, Hox11l1, NCX, Ncx1",10090,MGI:1350935
TMBIM6,110213,transmembrane BAX inhibitor motif containing 6,Tmbim6,"5031406P05Rik, Bi1, Tegt",10090,MGI:99682
TMCC3,319880,transmembrane and coiled coil domains 3,Tmcc3,"A230066D03Rik, AW488095, C630016B22Rik, C88213, Gm1556",10090,MGI:2442900
TMED3,66111,transmembrane p24 trafficking protein 3,Tmed3,"1200002G13Rik, AW546672, P24b",10090,MGI:1913361
TMEFF2,56363,transmembrane protein with EGF-like and two follistatin-like domains 2,Tmeff2,"4832418D20Rik, 7630402F16Rik, TR-2",10090,MGI:1861735
TMEM106C,380967,transmembrane protein 106C,Tmem106c,"AI046681, BC046621, D15Ertd405e",10090,MGI:1196384
TMEM107,66910,transmembrane protein 107,Tmem107,"1110004B13Rik, 2810049P21Rik",10090,MGI:1914160
TMEM109,68539,transmembrane protein 109,Tmem109,"1110006I15Rik, AA958958, C77652",10090,MGI:1915789
TMEM119,231633,transmembrane protein 119,Tmem119,"AW208946, BC025600, obif",10090,MGI:2385228
TMEM132B,208151,transmembrane protein 132B,Tmem132b,"AK220418, mKIAA1786",10090,MGI:3609245
TMEM134,66990,transmembrane protein 134,Tmem134,"2410001H17Rik, AI463452",10090,MGI:1914240
TMEM151A,381199,transmembrane protein 151A,Tmem151a,"AW125688, Gm30627, Gm961, Tmem151",10090,MGI:2147713
TMEM158,72309,transmembrane protein 158,Tmem158,"2310037P21Rik, Ris1",10090,MGI:1919559
TMEM159,233806,transmembrane protein 159,Tmem159,"8430420C20Rik, Ldaf1",10090,MGI:1925752
TMEM171,380863,transmembrane protein 171,Tmem171,Gm905,10090,MGI:2685751
TMEM176A,66058,transmembrane protein 176A,Tmem176a,"0610011I04Rik, AU040201, AU041743, Keg2",10090,MGI:1913308
TMEM184B,223693,transmembrane protein 184b,Tmem184b,"2610507A11, 4732495E13Rik",10090,MGI:2445179
TMEM200B,623230,transmembrane protein 200B,Tmem200b,EG623230,10090,MGI:3646343
TMEM221,434325,transmembrane protein 221,Tmem221,,10090,MGI:3525074
TMEM242,70544,transmembrane protein 242,Tmem242,"1110008A10Rik, 2310046K16Rik, 5730437N04Rik",10090,MGI:1917794
TMEM243,652925,"transmembrane protein 243, mitochondrial",Tmem243,"4930420K17Rik, E030031F02Rik",10090,MGI:3606159
TMEM256,69186,transmembrane protein 256,Tmem256,"1810027O10Rik, 3110009M16Rik",10090,MGI:1916436
TMEM258,69038,transmembrane protein 258,Tmem258,1810006K21Rik,10090,MGI:1916288
TMEM37,170706,transmembrane protein 37,Tmem37,"AI173373, AW540203, Pr, Pr1",10090,MGI:2157899
TMEM38A,74166,transmembrane protein 38A,Tmem38a,"1110001E17Rik, AI413399, SPR-27, TRIC-A, mg33a",10090,MGI:1921416
TMEM43,74122,transmembrane protein 43,Tmem43,"1200015A22Rik, LUMA",10090,MGI:1921372
TMEM63A,208795,transmembrane protein 63a,Tmem63a,"BC014795, Tmem64a",10090,MGI:2384789
TMEM63B,224807,transmembrane protein 63b,Tmem63b,BC026370,10090,MGI:2387609
TMEM9,66241,transmembrane protein 9,Tmem9,"1500015G18Rik, AW545782",10090,MGI:1913491
TMIE,20776,transmembrane inner ear,Tmie,"5131400L21Rik, Mm.87012, sr",10090,MGI:2159400
TMPO,21917,thymopoietin,Tmpo,"5630400D24Rik, AI195756, AI606875, AW214352, AW547477",10090,MGI:106920
